Year, Week, Age Group,A (H1),A (Unable to Subtype),A (H3),A (H1N1)pdm09,A (Subtyping not Performed),B (Victoria Lineage),B (Yamagata Lineage),B (Lineage Unspecified),H3N2v
2008,6,5-24 yr,126,0,388,0,56,0,0,102,0
2008,7,5-24 yr,96,0,344,0,91,0,0,68,0
2008,8,5-24 yr,75,0,364,0,72,0,0,93,0
2008,9,5-24 yr,55,0,290,0,53,0,0,86,0
2008,10,5-24 yr,28,0,208,0,49,0,0,112,0
2008,11,5-24 yr,28,0,139,0,23,0,0,97,0
2008,12,5-24 yr,12,0,106,0,14,0,0,64,0
2008,13,5-24 yr,4,0,49,0,11,0,0,45,0
2008,14,5-24 yr,6,0,33,0,6,0,0,39,0
2008,15,5-24 yr,3,0,12,0,4,0,0,29,0
2008,16,5-24 yr,0,0,7,0,2,0,0,20,0
2008,17,5-24 yr,1,0,5,0,1,0,0,12,0
2008,18,5-24 yr,0,0,3,0,1,0,0,5,0
2008,19,5-24 yr,0,0,1,0,0,0,0,7,0
2008,20,5-24 yr,0,0,0,0,0,0,0,4,0
2008,21,5-24 yr,0,0,3,0,0,0,0,2,0
2008,22,5-24 yr,0,0,1,0,0,0,0,1,0
2008,23,5-24 yr,0,0,0,0,0,0,0,2,0
2008,24,5-24 yr,0,0,0,0,0,0,0,2,0
2008,25,5-24 yr,0,0,0,0,0,0,0,0,0
2008,26,5-24 yr,0,0,0,0,0,0,0,0,0
2008,27,5-24 yr,0,0,0,0,0,0,0,0,0
2008,28,5-24 yr,0,0,0,0,0,0,0,0,0
2008,29,5-24 yr,0,0,0,0,0,0,0,1,0
2008,30,5-24 yr,0,0,0,0,0,0,0,0,0
2008,31,5-24 yr,0,0,0,0,0,0,0,0,0
2008,32,5-24 yr,1,0,0,0,0,0,0,1,0
2008,33,5-24 yr,0,0,0,0,0,0,0,0,0
2008,34,5-24 yr,0,0,0,0,0,0,0,1,0
2008,35,5-24 yr,0,0,0,0,0,0,0,0,0
2008,36,5-24 yr,0,0,0,0,0,0,0,0,0
2008,37,5-24 yr,0,0,2,0,0,0,0,2,0
2008,38,5-24 yr,2,0,0,0,0,0,0,1,0
2008,39,5-24 yr,2,0,0,0,0,0,0,0,0
2007,40,25-64 yr,0,0,1,0,0,0,0,1,0
2007,41,25-64 yr,1,0,1,0,0,0,0,0,0
2007,42,25-64 yr,2,0,1,0,1,0,0,1,0
2007,43,25-64 yr,5,0,0,0,0,0,0,0,0
2007,44,25-64 yr,2,0,0,0,0,0,0,3,0
2007,45,25-64 yr,4,0,3,0,0,0,0,3,0
2007,46,25-64 yr,4,0,1,0,1,0,0,0,0
2007,47,25-64 yr,11,0,1,0,0,0,0,3,0
2007,48,25-64 yr,23,0,6,0,1,0,0,9,0
2007,49,25-64 yr,9,0,5,0,0,0,0,4,0
2007,50,25-64 yr,20,0,10,0,1,0,0,4,0
2007,51,25-64 yr,22,0,11,0,0,0,0,11,0
2007,52,25-64 yr,23,0,10,0,0,0,0,18,0
2008,1,25-64 yr,36,0,23,0,2,0,0,33,0
2008,2,25-64 yr,51,0,47,0,11,0,0,41,0
2008,3,25-64 yr,57,0,55,0,13,0,0,49,0
2008,4,25-64 yr,52,0,111,0,14,0,0,64,0
2008,5,25-64 yr,64,0,202,0,32,0,0,124,0
2008,6,25-64 yr,72,0,251,0,44,0,0,135,0
2008,7,25-64 yr,42,0,256,0,91,0,0,120,0
2008,8,25-64 yr,45,0,278,0,85,0,0,155,0
2008,9,25-64 yr,34,0,275,0,69,0,0,172,0
2008,10,25-64 yr,18,0,183,0,55,0,0,154,0
2008,11,25-64 yr,20,0,151,0,22,0,0,126,0
2008,12,25-64 yr,16,0,124,0,14,0,0,116,0
2008,13,25-64 yr,7,0,49,0,23,0,0,120,0
2008,14,25-64 yr,2,0,31,0,7,0,0,76,0
2008,15,25-64 yr,0,0,14,0,4,0,0,76,0
2008,16,25-64 yr,0,0,11,0,7,0,0,46,0
2008,17,25-64 yr,1,0,3,0,0,0,0,20,0
2008,18,25-64 yr,1,0,3,0,1,0,0,15,0
2008,19,25-64 yr,0,0,5,0,0,0,0,9,0
2008,20,25-64 yr,0,0,2,0,1,0,0,6,0
2008,21,25-64 yr,1,0,1,0,0,0,0,4,0
2008,22,25-64 yr,0,0,0,0,0,0,0,2,0
2008,23,25-64 yr,0,0,0,0,0,0,0,2,0
2008,24,25-64 yr,0,0,0,0,0,0,0,0,0
2008,25,25-64 yr,0,0,1,0,0,0,0,0,0
2008,26,25-64 yr,0,0,0,0,0,0,0,0,0
2008,27,25-64 yr,0,0,0,0,0,0,0,0,0
2008,28,25-64 yr,1,0,0,0,0,0,0,2,0
2008,29,25-64 yr,0,0,0,0,0,0,0,0,0
2008,30,25-64 yr,1,0,3,0,0,0,0,0,0
2008,31,25-64 yr,0,0,0,0,0,0,0,1,0
2008,32,25-64 yr,0,0,0,0,0,0,0,0,0
2008,33,25-64 yr,0,0,0,0,0,0,0,0,0
2008,34,25-64 yr,0,0,1,0,0,0,0,2,0
2008,35,25-64 yr,0,0,0,0,0,0,0,2,0
2008,36,25-64 yr,1,0,0,0,0,0,0,0,0
2008,37,25-64 yr,0,0,0,0,0,0,0,0,0
2008,38,25-64 yr,0,0,1,0,0,0,0,1,0
2008,39,25-64 yr,0,0,0,0,0,0,0,0,0
2007,40,65+ yr,1,0,0,0,1,0,0,0,0
2007,41,65+ yr,0,0,0,0,0,0,0,0,0
2007,42,65+ yr,1,0,0,0,0,0,0,0,0
2007,43,65+ yr,0,0,0,0,0,0,0,0,0
2007,44,65+ yr,0,0,0,0,0,0,0,1,0
2007,45,65+ yr,0,0,0,0,0,0,0,0,0
2007,46,65+ yr,1,0,0,0,0,0,0,0,0
2007,47,65+ yr,2,0,0,0,0,0,0,1,0
2007,48,65+ yr,0,0,0,0,0,0,0,0,0
2007,49,65+ yr,1,0,0,0,0,0,0,3,0
2007,50,65+ yr,0,0,2,0,0,0,0,0,0
2007,51,65+ yr,1,0,0,0,0,0,0,2,0
2007,52,65+ yr,1,0,2,0,0,0,0,3,0
2008,1,65+ yr,0,0,6,0,1,0,0,6,0
2008,2,65+ yr,6,0,6,0,2,0,0,16,0
2008,3,65+ yr,4,0,8,0,2,0,0,7,0
2008,4,65+ yr,3,0,19,0,3,0,0,10,0
2008,5,65+ yr,3,0,24,0,13,0,0,25,0
2008,6,65+ yr,6,0,53,0,7,0,0,32,0
2008,7,65+ yr,2,0,62,0,19,0,0,42,0
2008,8,65+ yr,3,0,107,0,27,0,0,32,0
2008,9,65+ yr,5,0,95,0,28,0,0,54,0
2008,10,65+ yr,2,0,61,0,20,0,0,61,0
2008,11,65+ yr,2,0,78,0,32,0,0,51,0
2008,12,65+ yr,1,0,53,0,13,0,0,54,0
2008,13,65+ yr,0,0,32,0,13,0,0,62,0
2008,14,65+ yr,0,0,25,0,1,0,0,38,0
2008,15,65+ yr,0,0,15,0,2,0,0,36,0
2008,16,65+ yr,0,0,4,0,1,0,0,15,0
2008,17,65+ yr,0,0,0,0,0,0,0,10,0
2008,18,65+ yr,0,0,0,0,0,0,0,5,0
2008,19,65+ yr,0,0,2,0,2,0,0,5,0
2008,20,65+ yr,0,0,0,0,1,0,0,2,0
2008,21,65+ yr,0,0,0,0,2,0,0,2,0
2008,22,65+ yr,0,0,0,0,0,0,0,1,0
2008,23,65+ yr,0,0,1,0,0,0,0,0,0
2008,24,65+ yr,0,0,0,0,0,0,0,1,0
2008,25,65+ yr,0,0,1,0,0,0,0,0,0
2008,26,65+ yr,0,0,0,0,0,0,0,4,0
2008,27,65+ yr,0,0,0,0,0,0,0,0,0
2008,28,65+ yr,0,0,0,0,0,0,0,0,0
2008,29,65+ yr,0,0,0,0,0,0,0,0,0
2008,30,65+ yr,0,0,0,0,1,0,0,0,0
2008,31,65+ yr,0,0,0,0,0,0,0,0,0
2008,32,65+ yr,0,0,0,0,0,0,0,0,0
2008,33,65+ yr,0,0,0,0,0,0,0,0,0
2008,34,65+ yr,0,0,0,0,0,0,0,0,0
2008,35,65+ yr,0,0,0,0,0,0,0,0,0
2008,36,65+ yr,0,0,0,0,0,0,0,0,0
2008,37,65+ yr,0,0,0,0,0,0,0,0,0
2008,38,65+ yr,0,0,0,0,0,0,0,0,0
2008,39,65+ yr,0,0,0,0,0,0,0,0,0
2006,40,0-4 yr,6,0,0,0,1,0,0,1,0
2006,41,0-4 yr,2,0,0,0,0,0,0,1,0
2006,42,0-4 yr,7,0,1,0,2,0,0,1,0
2006,43,0-4 yr,1,0,0,0,2,0,0,1,0
2006,44,0-4 yr,5,0,0,0,0,0,0,6,0
2006,45,0-4 yr,4,0,0,0,0,0,0,6,0
2006,46,0-4 yr,3,0,0,0,0,0,0,1,0
2006,47,0-4 yr,4,0,1,0,0,0,0,0,0
2006,48,0-4 yr,9,0,0,0,0,0,0,8,0
2006,49,0-4 yr,10,0,1,0,3,0,0,8,0
2006,50,0-4 yr,14,0,2,0,2,0,0,5,0
2006,51,0-4 yr,30,0,5,0,4,0,0,6,0
2006,52,0-4 yr,42,0,1,0,6,0,0,6,0
2007,1,0-4 yr,27,0,1,0,0,0,0,4,0
2007,2,0-4 yr,42,0,3,0,5,0,0,8,0
2007,3,0-4 yr,39,0,5,0,6,0,0,8,0
2007,4,0-4 yr,57,0,4,0,3,0,0,11,0
2007,5,0-4 yr,76,0,8,0,12,0,0,11,0
2007,6,0-4 yr,96,0,8,0,6,0,0,16,0
2007,7,0-4 yr,99,0,20,0,15,0,0,19,0
2007,8,0-4 yr,87,0,21,0,15,0,0,25,0
2007,9,0-4 yr,41,0,20,0,14,0,0,28,0
2007,10,0-4 yr,50,0,28,0,6,0,0,29,0
2007,11,0-4 yr,35,0,26,0,7,0,0,27,0
2007,12,0-4 yr,18,0,26,0,4,0,0,28,0
2007,13,0-4 yr,16,0,41,0,2,0,0,17,0
2007,14,0-4 yr,7,0,23,0,2,0,0,22,0
2007,15,0-4 yr,5,0,44,0,1,0,0,19,0
2007,16,0-4 yr,7,0,23,0,1,0,0,8,0
2007,17,0-4 yr,8,0,21,0,3,0,0,4,0
2007,18,0-4 yr,2,0,24,0,0,0,0,7,0
2007,19,0-4 yr,4,0,11,0,1,0,0,3,0
2007,20,0-4 yr,2,0,2,0,0,0,0,6,0
2007,21,0-4 yr,2,0,11,0,1,0,0,4,0
2007,22,0-4 yr,0,0,3,0,1,0,0,2,0
2007,23,0-4 yr,1,0,3,0,0,0,0,0,0
2007,24,0-4 yr,0,0,2,0,0,0,0,1,0
2007,25,0-4 yr,1,0,1,0,0,0,0,2,0
2007,26,0-4 yr,0,0,0,0,0,0,0,0,0
2007,27,0-4 yr,0,0,1,0,0,0,0,1,0
2007,28,0-4 yr,3,0,1,0,0,0,0,1,0
2007,29,0-4 yr,0,0,1,0,0,0,0,0,0
2007,30,0-4 yr,4,0,1,0,0,0,0,1,0
2007,31,0-4 yr,1,0,4,0,1,0,0,1,0
2007,32,0-4 yr,5,0,0,0,0,0,0,0,0
2007,33,0-4 yr,4,0,0,0,0,0,0,0,0
2007,34,0-4 yr,0,0,0,0,0,0,0,0,0
2007,35,0-4 yr,3,0,0,0,2,0,0,4,0
2007,36,0-4 yr,3,0,0,0,0,0,0,0,0
2007,37,0-4 yr,7,0,0,0,0,0,0,3,0
2007,38,0-4 yr,1,0,0,0,0,0,0,2,0
2007,39,0-4 yr,1,0,0,0,1,0,0,0,0
2006,40,5-24 yr,3,0,0,0,1,0,0,1,0
2006,41,5-24 yr,15,0,0,0,2,0,0,2,0
2006,42,5-24 yr,8,0,1,0,1,0,0,3,0
2006,43,5-24 yr,9,0,1,0,0,0,0,1,0
2006,44,5-24 yr,16,0,0,0,0,0,0,12,0
2006,45,5-24 yr,11,0,0,0,1,0,0,11,0
2006,46,5-24 yr,19,0,0,0,4,0,0,13,0
2006,47,5-24 yr,14,0,1,0,1,0,0,6,0
2006,48,5-24 yr,25,0,0,0,5,0,0,12,0
2006,49,5-24 yr,32,0,0,0,0,0,0,12,0
2006,50,5-24 yr,73,0,2,0,6,0,0,28,0
2006,51,5-24 yr,128,0,2,0,17,0,0,36,0
2006,52,5-24 yr,94,0,5,0,9,0,0,25,0
2007,1,5-24 yr,50,0,7,0,7,0,0,18,0
2007,2,5-24 yr,89,0,16,0,2,0,0,21,0
2007,3,5-24 yr,75,0,24,0,17,0,0,20,0
2007,4,5-24 yr,169,0,50,0,39,0,0,41,0
2007,5,5-24 yr,191,0,52,0,45,0,0,52,0
2007,6,5-24 yr,250,0,82,0,53,0,0,83,0
2007,7,5-24 yr,225,0,61,0,49,0,0,90,0
2007,8,5-24 yr,144,0,60,0,33,0,0,120,0
2007,9,5-24 yr,100,0,101,0,52,0,0,132,0
2007,10,5-24 yr,78,0,77,0,19,0,0,129,0
2007,11,5-24 yr,64,0,75,0,18,0,0,116,0
2007,12,5-24 yr,31,0,62,0,11,0,0,86,0
2007,13,5-24 yr,30,0,62,0,11,0,0,48,0
2007,14,5-24 yr,15,0,33,0,8,0,0,28,0
2007,15,5-24 yr,15,0,61,0,3,0,0,40,0
2007,16,5-24 yr,11,0,38,0,6,0,0,16,0
2007,17,5-24 yr,10,0,35,0,2,0,0,10,0
2007,18,5-24 yr,9,0,24,0,1,0,0,12,0
2007,19,5-24 yr,2,0,12,0,0,0,0,6,0
2007,20,5-24 yr,0,0,5,0,0,0,0,6,0
2007,21,5-24 yr,2,0,9,0,0,0,0,1,0
2007,22,5-24 yr,1,0,1,0,0,0,0,2,0
2007,23,5-24 yr,0,0,0,0,0,0,0,1,0
2007,24,5-24 yr,0,0,1,0,0,0,0,2,0
2007,25,5-24 yr,0,0,0,0,0,0,0,0,0
2007,26,5-24 yr,0,0,0,0,0,0,0,0,0
2007,27,5-24 yr,1,0,0,0,0,0,0,2,0
2007,28,5-24 yr,0,0,3,0,0,0,0,0,0
2007,29,5-24 yr,4,0,0,0,0,0,0,0,0
2007,30,5-24 yr,7,0,1,0,0,0,0,0,0
2007,31,5-24 yr,0,0,0,0,0,0,0,0,0
2007,32,5-24 yr,3,0,0,0,0,0,0,0,0
2007,33,5-24 yr,3,0,1,0,0,0,0,0,0
2007,34,5-24 yr,1,0,0,0,0,0,0,0,0
2007,35,5-24 yr,3,0,0,0,0,0,0,1,0
2007,36,5-24 yr,3,0,0,0,0,0,0,0,0
2007,37,5-24 yr,5,0,0,0,1,0,0,3,0
2007,38,5-24 yr,5,0,0,0,0,0,0,1,0
2007,39,5-24 yr,1,0,0,0,1,0,0,0,0
2006,40,25-64 yr,1,0,0,0,0,0,0,0,0
2006,41,25-64 yr,3,0,0,0,0,0,0,0,0
2006,42,25-64 yr,2,0,1,0,0,0,0,3,0
2006,43,25-64 yr,1,0,0,0,0,0,0,0,0
2006,44,25-64 yr,3,0,0,0,0,0,0,0,0
2006,45,25-64 yr,3,0,0,0,1,0,0,6,0
2006,46,25-64 yr,3,0,0,0,0,0,0,1,0
2006,47,25-64 yr,3,0,0,0,0,0,0,1,0
2006,48,25-64 yr,8,0,0,0,2,0,0,4,0
2006,49,25-64 yr,11,0,1,0,1,0,0,4,0
2006,50,25-64 yr,16,0,4,0,0,0,0,5,0
2006,51,25-64 yr,28,0,1,0,2,0,0,6,0
2006,52,25-64 yr,55,0,5,0,5,0,0,6,0
2007,1,25-64 yr,42,0,5,0,1,0,0,5,0
2007,2,25-64 yr,35,0,11,0,1,0,0,11,0
2007,3,25-64 yr,46,0,11,0,5,0,0,4,0
2007,4,25-64 yr,60,0,22,0,5,0,0,7,0
2007,5,25-64 yr,73,0,34,0,7,0,0,9,0
2007,6,25-64 yr,100,0,30,0,14,0,0,26,0
2007,7,25-64 yr,77,0,40,0,56,0,0,19,0
2007,8,25-64 yr,51,0,49,0,50,0,0,21,0
2007,9,25-64 yr,47,0,46,0,16,0,0,30,0
2007,10,25-64 yr,35,0,57,0,19,0,0,27,0
2007,11,25-64 yr,41,0,71,0,16,0,0,34,0
2007,12,25-64 yr,14,0,44,0,18,0,0,44,0
2007,13,25-64 yr,10,0,42,0,1,0,0,22,0
2007,14,25-64 yr,8,0,32,0,3,0,0,18,0
2007,15,25-64 yr,9,0,62,0,3,0,0,17,0
2007,16,25-64 yr,7,0,53,0,6,0,0,13,0
2007,17,25-64 yr,3,0,41,0,2,0,0,11,0
2007,18,25-64 yr,4,0,23,0,2,0,0,10,0
2007,19,25-64 yr,1,0,10,0,0,0,0,3,0
2007,20,25-64 yr,1,0,8,0,0,0,0,2,0
2007,21,25-64 yr,0,0,9,0,1,0,0,2,0
2007,22,25-64 yr,1,0,1,0,1,0,0,0,0
2007,23,25-64 yr,0,0,1,0,1,0,0,0,0
2007,24,25-64 yr,0,0,2,0,0,0,0,1,0
2007,25,25-64 yr,2,0,0,0,0,0,0,0,0
2007,26,25-64 yr,0,0,1,0,0,0,0,0,0
2007,27,25-64 yr,1,0,2,0,0,0,0,0,0
2007,28,25-64 yr,0,0,3,0,0,0,0,0,0
2007,29,25-64 yr,0,0,2,0,0,0,0,1,0
2007,30,25-64 yr,3,0,3,0,0,0,0,0,0
2007,31,25-64 yr,1,0,2,0,0,0,0,0,0
2007,32,25-64 yr,2,0,4,0,0,0,0,0,0
2007,33,25-64 yr,0,0,1,0,1,0,0,0,0
2007,34,25-64 yr,0,0,0,0,0,0,0,1,0
2007,35,25-64 yr,3,0,0,0,0,0,0,2,0
2007,36,25-64 yr,3,0,0,0,0,0,0,0,0
2007,37,25-64 yr,2,0,1,0,0,0,0,0,0
2007,38,25-64 yr,4,0,0,0,0,0,0,0,0
2007,39,25-64 yr,1,0,0,0,0,0,0,0,0
2006,40,65+ yr,0,0,2,0,0,0,0,0,0
2006,41,65+ yr,0,0,1,0,0,0,0,0,0
2006,42,65+ yr,0,0,0,0,0,0,0,0,0
2006,43,65+ yr,0,0,0,0,0,0,0,0,0
2006,44,65+ yr,0,0,1,0,0,0,0,0,0
2006,45,65+ yr,0,0,0,0,0,0,0,0,0
2006,46,65+ yr,0,0,0,0,0,0,0,0,0
2006,47,65+ yr,0,0,0,0,0,0,0,0,0
2006,48,65+ yr,0,0,1,0,0,0,0,0,0
2006,49,65+ yr,0,0,0,0,1,0,0,1,0
2006,50,65+ yr,0,0,1,0,0,0,0,0,0
2006,51,65+ yr,0,0,1,0,1,0,0,1,0
2006,52,65+ yr,3,0,1,0,0,0,0,3,0
2007,1,65+ yr,0,0,0,0,0,0,0,0,0
2007,2,65+ yr,6,0,2,0,0,0,0,3,0
2007,3,65+ yr,4,0,2,0,0,0,0,0,0
2007,4,65+ yr,7,0,0,0,0,0,0,0,0
2007,5,65+ yr,5,0,6,0,0,0,0,1,0
2007,6,65+ yr,7,0,5,0,1,0,0,3,0
2007,7,65+ yr,4,0,9,0,7,0,0,1,0
2007,8,65+ yr,2,0,15,0,2,0,0,2,0
2007,9,65+ yr,4,0,16,0,5,0,0,2,0
2007,10,65+ yr,1,0,24,0,7,0,0,10,0
2007,11,65+ yr,5,0,28,0,5,0,0,4,0
2007,12,65+ yr,1,0,30,0,5,0,0,5,0
2007,13,65+ yr,0,0,14,0,1,0,0,3,0
2007,14,65+ yr,1,0,10,0,2,0,0,3,0
2007,15,65+ yr,0,0,14,0,5,0,0,3,0
2007,16,65+ yr,0,0,8,0,0,0,0,6,0
2007,17,65+ yr,0,0,22,0,2,0,0,4,0
2007,18,65+ yr,0,0,5,0,1,0,0,3,0
2007,19,65+ yr,0,0,4,0,0,0,0,5,0
2007,20,65+ yr,0,0,8,0,0,0,0,0,0
2007,21,65+ yr,0,0,2,0,0,0,0,0,0
2007,22,65+ yr,0,0,2,0,0,0,0,0,0
2007,23,65+ yr,0,0,1,0,0,0,0,0,0
2007,24,65+ yr,0,0,1,0,0,0,0,0,0
2007,25,65+ yr,0,0,0,0,0,0,0,0,0
2007,26,65+ yr,0,0,0,0,0,0,0,0,0
2007,27,65+ yr,0,0,0,0,0,0,0,0,0
2007,28,65+ yr,1,0,1,0,0,0,0,1,0
2007,29,65+ yr,0,0,0,0,0,0,0,0,0
2007,30,65+ yr,0,0,2,0,0,0,0,0,0
2007,31,65+ yr,0,0,0,0,0,0,0,0,0
2007,32,65+ yr,1,0,1,0,0,0,0,1,0
2007,33,65+ yr,0,0,0,0,0,0,0,0,0
2007,34,65+ yr,0,0,0,0,0,0,0,0,0
2007,35,65+ yr,1,0,0,0,0,0,0,0,0
2007,36,65+ yr,1,0,0,0,0,0,0,0,0
2007,37,65+ yr,0,0,0,0,0,0,0,1,0
2007,38,65+ yr,1,0,1,0,0,0,0,0,0
2007,39,65+ yr,0,0,1,0,0,0,0,0,0
2005,40,0-4 yr,0,0,1,0,2,0,0,0,0
2005,41,0-4 yr,0,0,3,0,1,0,0,0,0
2005,42,0-4 yr,0,0,0,0,0,0,0,0,0
2005,43,0-4 yr,0,0,0,0,1,0,0,0,0
2005,44,0-4 yr,0,0,1,0,0,0,0,0,0
2005,45,0-4 yr,0,0,5,0,1,0,0,0,0
2005,46,0-4 yr,0,0,1,0,0,0,0,0,0
2005,47,0-4 yr,0,0,4,0,0,0,0,0,0
2005,48,0-4 yr,0,0,4,0,4,0,0,0,0
2005,49,0-4 yr,0,0,15,0,3,0,0,2,0
2005,50,0-4 yr,0,0,45,0,2,0,0,1,0
2005,51,0-4 yr,0,0,37,0,6,0,0,1,0
2005,52,0-4 yr,1,0,53,0,5,0,0,0,0
2006,1,0-4 yr,1,0,47,0,5,0,0,1,0
2006,2,0-4 yr,1,0,54,0,10,0,0,0,0
2006,3,0-4 yr,0,0,34,0,3,0,0,2,0
2006,4,0-4 yr,1,0,37,0,8,0,0,2,0
2006,5,0-4 yr,2,0,32,0,6,0,0,1,0
2006,6,0-4 yr,1,0,42,0,14,0,0,1,0
2006,7,0-4 yr,5,0,42,0,13,0,0,5,0
2006,8,0-4 yr,2,0,44,0,17,0,0,6,0
2006,9,0-4 yr,11,0,47,0,12,0,0,10,0
2006,10,0-4 yr,13,0,60,0,16,0,0,15,0
2006,11,0-4 yr,11,0,44,0,8,0,0,10,0
2006,12,0-4 yr,26,0,30,0,6,0,0,16,0
2006,13,0-4 yr,19,0,18,0,1,0,0,27,0
2006,14,0-4 yr,14,0,9,0,3,0,0,28,0
2006,15,0-4 yr,12,0,10,0,4,0,0,13,0
2006,16,0-4 yr,5,0,7,0,1,0,0,12,0
2006,17,0-4 yr,3,0,0,0,0,0,0,10,0
2006,18,0-4 yr,1,0,0,0,0,0,0,9,0
2006,19,0-4 yr,0,0,0,0,0,0,0,6,0
2006,20,0-4 yr,2,0,1,0,0,0,0,4,0
2006,21,0-4 yr,4,0,0,0,0,0,0,3,0
2006,22,0-4 yr,2,0,0,0,0,0,0,2,0
2006,23,0-4 yr,2,0,0,0,0,0,0,3,0
2006,24,0-4 yr,1,0,0,0,0,0,0,1,0
2006,25,0-4 yr,0,0,0,0,0,0,0,2,0
2006,26,0-4 yr,0,0,0,0,0,0,0,1,0
2006,27,0-4 yr,0,0,0,0,0,0,0,0,0
2006,28,0-4 yr,0,0,0,0,0,0,0,0,0
2006,29,0-4 yr,0,0,0,0,0,0,0,0,0
2006,30,0-4 yr,1,0,0,0,0,0,0,0,0
2006,31,0-4 yr,0,0,0,0,0,0,0,0,0
2006,32,0-4 yr,1,0,0,0,0,0,0,0,0
2006,33,0-4 yr,0,0,0,0,0,0,0,0,0
2006,34,0-4 yr,0,0,0,0,0,0,0,0,0
2006,35,0-4 yr,2,0,0,0,0,0,0,0,0
2006,36,0-4 yr,0,0,0,0,1,0,0,0,0
2006,37,0-4 yr,3,0,0,0,0,0,0,0,0
2006,38,0-4 yr,7,0,0,0,0,0,0,0,0
2006,39,0-4 yr,2,0,0,0,0,0,0,0,0
2005,40,5-24 yr,0,0,3,0,0,0,0,0,0
2005,41,5-24 yr,0,0,2,0,0,0,0,0,0
2005,42,5-24 yr,0,0,8,0,0,0,0,0,0
2005,43,5-24 yr,0,0,1,0,0,0,0,0,0
2005,44,5-24 yr,0,0,6,0,0,0,0,0,0
2005,45,5-24 yr,0,0,8,0,1,0,0,0,0
2005,46,5-24 yr,1,0,7,0,2,0,0,1,0
2005,47,5-24 yr,0,0,7,0,0,0,0,1,0
2005,48,5-24 yr,0,0,28,0,5,0,0,0,0
2005,49,5-24 yr,0,0,44,0,11,0,0,2,0
2005,50,5-24 yr,0,0,92,0,18,0,0,1,0
2005,51,5-24 yr,0,0,103,0,6,0,0,3,0
2005,52,5-24 yr,1,0,86,0,2,0,0,1,0
2006,1,5-24 yr,0,0,59,0,17,0,0,8,0
2006,2,5-24 yr,1,0,74,0,26,0,0,4,0
2006,3,5-24 yr,1,0,109,0,14,0,0,3,0
2006,4,5-24 yr,2,0,134,0,25,0,0,3,0
2006,5,5-24 yr,2,0,138,0,32,0,0,9,0
2006,6,5-24 yr,4,0,137,0,35,0,0,29,0
2006,7,5-24 yr,9,0,151,0,29,0,0,29,0
2006,8,5-24 yr,6,0,129,0,41,0,0,25,0
2006,9,5-24 yr,12,0,172,0,45,0,0,55,0
2006,10,5-24 yr,34,0,139,0,33,0,0,60,0
2006,11,5-24 yr,25,0,80,0,20,0,0,76,0
2006,12,5-24 yr,44,0,52,0,14,0,0,100,0
2006,13,5-24 yr,40,0,45,0,6,0,0,97,0
2006,14,5-24 yr,21,0,10,0,8,0,0,77,0
2006,15,5-24 yr,6,0,6,0,5,0,0,60,0
2006,16,5-24 yr,12,0,5,0,0,0,0,57,0
2006,17,5-24 yr,6,0,0,0,1,0,0,29,0
2006,18,5-24 yr,3,0,2,0,5,0,0,32,0
2006,19,5-24 yr,8,0,0,0,4,0,0,27,0
2006,20,5-24 yr,1,0,0,0,0,0,0,18,0
2006,21,5-24 yr,3,0,0,0,0,0,0,24,0
2006,22,5-24 yr,3,0,0,0,1,0,0,17,0
2006,23,5-24 yr,4,0,0,0,0,0,0,12,0
2006,24,5-24 yr,2,0,0,0,0,0,0,3,0
2006,25,5-24 yr,0,0,0,0,0,0,0,3,0
2006,26,5-24 yr,2,0,0,0,0,0,0,3,0
2006,27,5-24 yr,1,0,0,0,0,0,0,0,0
2006,28,5-24 yr,0,0,1,0,0,0,0,0,0
2006,29,5-24 yr,0,0,0,0,0,0,0,2,0
2006,30,5-24 yr,4,0,0,0,0,0,0,1,0
2006,31,5-24 yr,1,0,0,0,0,0,0,1,0
2006,32,5-24 yr,0,0,0,0,0,0,0,0,0
2006,33,5-24 yr,1,0,0,0,0,0,0,1,0
2006,34,5-24 yr,1,0,0,0,0,0,0,1,0
2006,35,5-24 yr,2,0,0,0,0,0,0,0,0
2006,36,5-24 yr,3,0,0,0,0,0,0,0,0
2006,37,5-24 yr,7,0,0,0,0,0,0,0,0
2006,38,5-24 yr,14,0,0,0,0,0,0,0,0
2006,39,5-24 yr,8,0,0,0,0,0,0,0,0
2005,40,25-64 yr,0,0,2,0,0,0,0,0,0
2005,41,25-64 yr,0,0,0,0,0,0,0,1,0
2005,42,25-64 yr,0,0,3,0,0,0,0,1,0
2005,43,25-64 yr,0,0,4,0,0,0,0,0,0
2005,44,25-64 yr,0,0,3,0,0,0,0,1,0
2005,45,25-64 yr,1,0,3,0,1,0,0,0,0
2005,46,25-64 yr,1,0,2,0,0,0,0,0,0
2005,47,25-64 yr,0,0,5,0,0,0,0,0,0
2005,48,25-64 yr,0,0,13,0,3,0,0,0,0
2005,49,25-64 yr,0,0,32,0,1,0,0,1,0
2005,50,25-64 yr,0,0,56,0,7,0,0,0,0
2005,51,25-64 yr,0,0,101,0,55,0,0,0,0
2005,52,25-64 yr,0,0,102,0,48,0,0,3,0
2006,1,25-64 yr,0,0,79,0,16,0,0,2,0
2006,2,25-64 yr,0,0,86,0,21,0,0,1,0
2006,3,25-64 yr,1,0,76,0,7,0,0,4,0
